config,chunk_id,doc_filename,section_heading,tokens_raw,tokens_enriched,Domain,Entity,Authority,Section
de_authority,db02-wb_silent-folk-assembled-entry.md#chunk_005,db02-wb_silent-folk-assembled-entry.md,## 4. Social Structure and Territory,312,358,15.0,20.0,10.0,
de_authority,db02-wb_silent-folk-assembled-entry.md#chunk_006,db02-wb_silent-folk-assembled-entry.md,## 6. Diagnostic Synthesis,179,226,15.0,20.0,10.0,
de_authority,db02-wb_silent-folk-assembled-entry.md#chunk_007,db02-wb_silent-folk-assembled-entry.md,## Unlock Thresholds,215,262,15.0,20.0,10.0,
de_authority,db02-wb_skrap-troll-assembled-entry.md#chunk_001,db02-wb_skrap-troll-assembled-entry.md,# The Skrap-Troll — Assembled Entry (Feral Hrungnir-Class Geo-Demolition Unit),29,72,15.0,16.0,10.0,
de_authority,db02-wb_skrap-troll-assembled-entry.md#chunk_002,db02-wb_skrap-troll-assembled-entry.md,## Unlock Threshold Table,149,192,15.0,16.0,10.0,
de_authority,db02-wb_skrap-troll-assembled-entry.md#chunk_003,db02-wb_skrap-troll-assembled-entry.md,### §1. Identification and Pre-Glitch Origin,187,230,15.0,16.0,10.0,
de_authority,db02-wb_skrap-troll-assembled-entry.md#chunk_004,db02-wb_skrap-troll-assembled-entry.md,### §2. The Second Skin: Adaptive Exaptation,217,260,15.0,16.0,10.0,
de_authority,db02-wb_skrap-troll-assembled-entry.md#chunk_005,db02-wb_skrap-troll-assembled-entry.md,### §3. Territorial Behavior and Threat Profile,188,231,15.0,16.0,10.0,
de_authority,db02-wb_skrap-troll-assembled-entry.md#chunk_006,db02-wb_skrap-troll-assembled-entry.md,### §4. Economic Significance: The Dvergr Calculation,426,469,15.0,16.0,10.0,
de_authority,db02-wb_skrap-troll-assembled-entry.md#chunk_007,db02-wb_skrap-troll-assembled-entry.md,## Field Card Summary,141,184,15.0,16.0,10.0,
de_authority,db02-wb_svin-fylking-assembled-entry.md#chunk_001,db02-wb_svin-fylking-assembled-entry.md,# Svin-fylking — Assembled Entry (Iron-Husked Boar),37,76,15.0,13.0,10.0,
de_authority,db02-wb_svin-fylking-assembled-entry.md#chunk_002,db02-wb_svin-fylking-assembled-entry.md,## Unlock Threshold Table,154,193,15.0,13.0,10.0,
de_authority,db02-wb_svin-fylking-assembled-entry.md#chunk_003,db02-wb_svin-fylking-assembled-entry.md,## §1. Identification and Pre-Glitch Origin,660,699,15.0,13.0,10.0,
de_authority,db02-wb_svin-fylking-assembled-entry.md#chunk_004,db02-wb_svin-fylking-assembled-entry.md,### 3.2 The Fylking Charge (Signature Tactic),354,393,15.0,13.0,10.0,
de_authority,db02-wb_svin-fylking-assembled-entry.md#chunk_005,db02-wb_svin-fylking-assembled-entry.md,### 4.2 The Prize,161,200,15.0,13.0,10.0,
de_authority,db02-wb_svin-fylking-assembled-entry.md#chunk_006,db02-wb_svin-fylking-assembled-entry.md,### 5.1 The Jötun-Reader View,139,178,15.0,13.0,10.0,
de_authority,db02-wb_svin-fylking-assembled-entry.md#chunk_007,db02-wb_svin-fylking-assembled-entry.md,### 5.2 Faction Doctrinal Differences,154,193,15.0,13.0,10.0,
de_authority,db02-wb_svin-fylking-assembled-entry.md#chunk_008,db02-wb_svin-fylking-assembled-entry.md,## §6. Diagnostic Conclusion,276,315,15.0,13.0,10.0,
de_authority,db02-wb_svin-fylking-assembled-entry.md#chunk_009,db02-wb_svin-fylking-assembled-entry.md,## Field Card Summary,297,336,15.0,13.0,10.0,
de_authority,db02-wb_void-marked-assembled-entry.md#chunk_001,db02-wb_void-marked-assembled-entry.md,## Classification,36,78,15.0,15.0,10.0,
de_authority,db02-wb_void-marked-assembled-entry.md#chunk_002,db02-wb_void-marked-assembled-entry.md,## Diagnostic Summary,141,183,15.0,15.0,10.0,
de_authority,db02-wb_void-marked-assembled-entry.md#chunk_003,db02-wb_void-marked-assembled-entry.md,## §1 — Physical Characteristics,271,313,15.0,15.0,10.0,
de_authority,db02-wb_void-marked-assembled-entry.md#chunk_004,db02-wb_void-marked-assembled-entry.md,## §2 — Origins and Exposure Pathways,128,170,15.0,15.0,10.0,
de_authority,db02-wb_void-marked-assembled-entry.md#chunk_005,db02-wb_void-marked-assembled-entry.md,## §3 — Social Status and Political Contestation,269,310,15.0,15.0,10.0,
de_authority,db02-wb_void-marked-assembled-entry.md#chunk_006,db02-wb_void-marked-assembled-entry.md,## §4 — Capabilities and Operational Utility,128,170,15.0,15.0,10.0,
de_authority,db02-wb_void-marked-assembled-entry.md#chunk_007,db02-wb_void-marked-assembled-entry.md,## §5 — Material Interactions,132,174,15.0,15.0,10.0,
de_authority,db02-wb_void-marked-assembled-entry.md#chunk_008,db02-wb_void-marked-assembled-entry.md,## Unlock Thresholds,213,254,15.0,15.0,10.0,
de_authority,db02-wb_warden-host-assembled-entry.md#chunk_001,db02-wb_warden-host-assembled-entry.md,## Classification,36,81,15.0,19.0,10.0,
de_authority,db02-wb_warden-host-assembled-entry.md#chunk_002,db02-wb_warden-host-assembled-entry.md,## Diagnostic Summary,191,236,15.0,19.0,10.0,
de_authority,db02-wb_warden-host-assembled-entry.md#chunk_003,db02-wb_warden-host-assembled-entry.md,## §1 — Origins and Historical Context,214,260,15.0,19.0,10.0,
de_authority,db02-wb_warden-host-assembled-entry.md#chunk_004,db02-wb_warden-host-assembled-entry.md,## §2 — Primary Functions,243,288,15.0,19.0,10.0,
de_authority,db02-wb_warden-host-assembled-entry.md#chunk_005,db02-wb_warden-host-assembled-entry.md,## §3 — Echo-Cant in Warden-Host Operations,153,198,15.0,19.0,10.0,
de_authority,db02-wb_warden-host-assembled-entry.md#chunk_006,db02-wb_warden-host-assembled-entry.md,## §4 — Territorial Disputes and Factional Conflicts,365,410,15.0,19.0,10.0,
de_authority,db02-wb_warden-host-assembled-entry.md#chunk_007,db02-wb_warden-host-assembled-entry.md,## Unlock Thresholds,210,256,15.0,19.0,10.0,
de_authority,db02-wb_weir-bone-assembled-entry.md#chunk_001,db02-wb_weir-bone-assembled-entry.md,## Classification,37,79,15.0,15.0,10.0,
de_authority,db02-wb_weir-bone-assembled-entry.md#chunk_002,db02-wb_weir-bone-assembled-entry.md,## Diagnostic Summary,170,211,15.0,15.0,10.0,
de_authority,db02-wb_weir-bone-assembled-entry.md#chunk_003,db02-wb_weir-bone-assembled-entry.md,## §1 — Physical Properties,258,300,15.0,15.0,10.0,
de_authority,db02-wb_weir-bone-assembled-entry.md#chunk_004,db02-wb_weir-bone-assembled-entry.md,## §2 — Sourcing and Harvesting,175,217,15.0,15.0,10.0,
de_authority,db02-wb_weir-bone-assembled-entry.md#chunk_005,db02-wb_weir-bone-assembled-entry.md,## §3 — Applications,210,252,15.0,15.0,10.0,
de_authority,db02-wb_weir-bone-assembled-entry.md#chunk_006,db02-wb_weir-bone-assembled-entry.md,## §4 — Salvage Interactions and Material Conflicts,193,235,15.0,15.0,10.0,
de_authority,db02-wb_weir-bone-assembled-entry.md#chunk_007,db02-wb_weir-bone-assembled-entry.md,## Unlock Thresholds,187,228,15.0,15.0,10.0,
de_authority,db03-dc_agricultural-devastation.md#chunk_001,db03-dc_agricultural-devastation.md,"# Agricultural Devastation Case Study - Wheatholm District Total Loss, Year 781-783 PG",305,351,15.0,20.0,9.0,
de_authority,db03-dc_agricultural-devastation.md#chunk_002,db03-dc_agricultural-devastation.md,### Emergence Timeline,157,202,15.0,20.0,9.0,
de_authority,db03-dc_agricultural-devastation.md#chunk_003,db03-dc_agricultural-devastation.md,### Initial Response,917,963,15.0,20.0,9.0,
de_authority,db03-dc_agricultural-devastation.md#chunk_004,db03-dc_agricultural-devastation.md,### Alchemical Eradication,499,544,15.0,20.0,9.0,
de_authority,db03-dc_agricultural-devastation.md#chunk_005,db03-dc_agricultural-devastation.md,## Steward's Reflection,315,361,15.0,20.0,9.0,
de_authority,db03-dc_archive-cataloging-standards.md#chunk_001,db03-dc_archive-cataloging-standards.md,## Summary,102,143,15.0,15.0,9.0,
de_authority,db03-dc_archive-cataloging-standards.md#chunk_002,db03-dc_archive-cataloging-standards.md,## Motivation & Historical Context,215,256,15.0,15.0,9.0,
de_authority,db03-dc_archive-cataloging-standards.md#chunk_003,db03-dc_archive-cataloging-standards.md,## Expanded Metadata Framework,244,284,15.0,15.0,9.0,
de_authority,db03-dc_archive-cataloging-standards.md#chunk_004,db03-dc_archive-cataloging-standards.md,## Enhanced CPS Risk Classification,279,319,15.0,15.0,9.0,
de_authority,db03-dc_archive-cataloging-standards.md#chunk_005,db03-dc_archive-cataloging-standards.md,## Mandatory Pre-Screening Protocols,283,323,15.0,15.0,9.0,
de_authority,db03-dc_archive-cataloging-standards.md#chunk_006,db03-dc_archive-cataloging-standards.md,## Cross-Reference Integrity Standards,271,312,15.0,15.0,9.0,
de_authority,db03-dc_archive-cataloging-standards.md#chunk_007,db03-dc_archive-cataloging-standards.md,## Training & Implementation Rollout,270,310,15.0,15.0,9.0,
de_authority,db03-dc_archive-cataloging-standards.md#chunk_008,db03-dc_archive-cataloging-standards.md,## Institutional Culture Implications,234,274,15.0,15.0,9.0,
de_authority,db03-dc_ballad-of-the-broken-gate.md#chunk_001,db03-dc_ballad-of-the-broken-gate.md,(none),183,228,15.0,20.0,9.0,
de_authority,db03-dc_ballad-of-the-broken-gate.md#chunk_002,db03-dc_ballad-of-the-broken-gate.md,## The Ballad of the Broken Gate,536,582,15.0,20.0,9.0,
de_authority,db03-dc_ballad-of-the-broken-gate.md#chunk_003,db03-dc_ballad-of-the-broken-gate.md,## Collector's Notes,195,240,15.0,20.0,9.0,
de_authority,db03-dc_clockwork-synchronization.md#chunk_001,db03-dc_clockwork-synchronization.md,(none),131,171,15.0,15.0,9.0,
de_authority,db03-dc_clockwork-synchronization.md#chunk_002,db03-dc_clockwork-synchronization.md,## Protocol Overview,141,182,15.0,15.0,9.0,
de_authority,db03-dc_clockwork-synchronization.md#chunk_003,db03-dc_clockwork-synchronization.md,## Synchronization Cadence,163,204,15.0,15.0,9.0,
de_authority,db03-dc_clockwork-synchronization.md#chunk_004,db03-dc_clockwork-synchronization.md,## Field Application,306,347,15.0,15.0,9.0,
de_authority,db03-dc_clockwork-synchronization.md#chunk_005,db03-dc_clockwork-synchronization.md,## Trade Secret Protection,549,590,15.0,15.0,9.0,
de_authority,db03-dc_combine-month-names.md#chunk_001,db03-dc_combine-month-names.md,(none),67,105,15.0,13.0,9.0,
de_authority,db03-dc_combine-month-names.md#chunk_002,db03-dc_combine-month-names.md,## Overview,920,958,15.0,13.0,9.0,
de_authority,db03-dc_combine-month-names.md#chunk_003,db03-dc_combine-month-names.md,### Month 13 — Year's Rest,843,881,15.0,13.0,9.0,
de_authority,db03-dc_combine-month-names.md#chunk_004,db03-dc_combine-month-names.md,## Elder Resistance,144,182,15.0,13.0,9.0,
de_authority,db03-dc_combine-month-names.md#chunk_005,db03-dc_combine-month-names.md,## Strategic Implications,150,188,15.0,13.0,9.0,
de_authority,db03-dc_contract-dispute-case-study.md#chunk_001,db03-dc_contract-dispute-case-study.md,(none),71,111,15.0,15.0,9.0,
de_authority,db03-dc_contract-dispute-case-study.md#chunk_002,db03-dc_contract-dispute-case-study.md,## Overview,140,180,15.0,15.0,9.0,
de_authority,db03-dc_contract-dispute-case-study.md#chunk_003,db03-dc_contract-dispute-case-study.md,## Dispute Summary,460,500,15.0,15.0,9.0,
de_authority,db03-dc_contract-dispute-case-study.md#chunk_004,db03-dc_contract-dispute-case-study.md,## Arbitration Ruling,172,213,15.0,15.0,9.0,
de_authority,db03-dc_contract-dispute-case-study.md#chunk_005,db03-dc_contract-dispute-case-study.md,## Systemic Impact,295,335,15.0,15.0,9.0,
de_authority,db03-dc_contract-dispute-case-study.md#chunk_006,db03-dc_contract-dispute-case-study.md,## Cultural Resistance,141,182,15.0,15.0,9.0,
de_authority,db03-dc_contract-dispute-case-study.md#chunk_007,db03-dc_contract-dispute-case-study.md,## Strategic Implications,144,184,15.0,15.0,9.0,
de_authority,db03-dc_contract-dispute-case-study.md#chunk_008,db03-dc_contract-dispute-case-study.md,## Historical Context,197,237,15.0,15.0,9.0,
de_authority,db03-dc_crusade-mobilization.md#chunk_001,db03-dc_crusade-mobilization.md,## Evidence Excerpt,75,118,15.0,18.0,9.0,
de_authority,db03-dc_crusade-mobilization.md#chunk_002,db03-dc_crusade-mobilization.md,### Seven-Phase Mobilization Protocol,473,516,15.0,18.0,9.0,
de_authority,db03-dc_crusade-mobilization.md#chunk_003,db03-dc_crusade-mobilization.md,### Resource Allocation,352,395,15.0,18.0,9.0,
de_authority,db03-dc_crusader-field-training.md#chunk_001,db03-dc_crusader-field-training.md,## Summary,110,153,15.0,18.0,9.0,
de_authority,db03-dc_crusader-field-training.md#chunk_002,db03-dc_crusader-field-training.md,## Training Structure & Institutional Framework,250,293,15.0,18.0,9.0,
de_authority,db03-dc_crusader-field-training.md#chunk_003,db03-dc_crusader-field-training.md,## Corrupted Psychic Space Management,236,279,15.0,18.0,9.0,
de_authority,db03-dc_crusader-field-training.md#chunk_004,db03-dc_crusader-field-training.md,## Environmental Signal Recognition,228,271,15.0,18.0,9.0,
de_authority,db03-dc_crusader-field-training.md#chunk_005,db03-dc_crusader-field-training.md,## Data-Slate Handling Protocols,249,292,15.0,18.0,9.0,
de_authority,db03-dc_crusader-field-training.md#chunk_006,db03-dc_crusader-field-training.md,## Structural Assessment Fundamentals,239,282,15.0,18.0,9.0,
de_authority,db03-dc_crusader-field-training.md#chunk_007,db03-dc_crusader-field-training.md,## Certification & Operational Integration,256,299,15.0,18.0,9.0,
de_authority,db03-dc_dvergr-guild-chronicle.md#chunk_001,db03-dc_dvergr-guild-chronicle.md,(none),66,107,15.0,16.0,9.0,
de_authority,db03-dc_dvergr-guild-chronicle.md#chunk_002,db03-dc_dvergr-guild-chronicle.md,## Context,165,206,15.0,16.0,9.0,
de_authority,db03-dc_dvergr-guild-chronicle.md#chunk_003,db03-dc_dvergr-guild-chronicle.md,## Minimal Log,136,178,15.0,16.0,9.0,
de_authority,db03-dc_dvergr-guild-chronicle.md#chunk_004,db03-dc_dvergr-guild-chronicle.md,## Chronicle Entry (Layer 3 Evidence),341,383,15.0,16.0,9.0,
de_authority,db03-dc_dvergr-guild-chronicle.md#chunk_005,db03-dc_dvergr-guild-chronicle.md,### The Ironholt-Frostmark Case Study,211,253,15.0,16.0,9.0,
de_authority,db03-dc_dvergr-guild-chronicle.md#chunk_006,db03-dc_dvergr-guild-chronicle.md,### Standardization Through Market Forces,204,245,15.0,16.0,9.0,
de_authority,db03-dc_dvergr-guild-chronicle.md#chunk_007,db03-dc_dvergr-guild-chronicle.md,### Unintended Hegemony,522,564,15.0,16.0,9.0,
de_authority,db03-dc_dvergr-guild-chronicle.md#chunk_008,db03-dc_dvergr-guild-chronicle.md,## Strategic Implications,226,267,15.0,16.0,9.0,
de_authority,db03-dc_echo-caller-field-observation.md#chunk_001,db03-dc_echo-caller-field-observation.md,## Ritual Overview,274,314,15.0,15.0,9.0,
de_authority,db03-dc_ginnungagap-coolant-chasm.md#chunk_001,db03-dc_ginnungagap-coolant-chasm.md,## Minimal Log Context,197,235,15.0,13.0,9.0,
de_authority,db03-dc_ginnungagap-coolant-chasm.md#chunk_002,db03-dc_ginnungagap-coolant-chasm.md,### Chemical Composition,448,486,15.0,13.0,9.0,
de_authority,db03-dc_god-sleeper-operational-doctrine.md#chunk_001,db03-dc_god-sleeper-operational-doctrine.md,## Minimal Log,889,926,15.0,13.0,9.0,
de_authority,db03-dc_god-sleeper-operational-doctrine.md#chunk_002,db03-dc_god-sleeper-operational-doctrine.md,### vs. Rust-Clan Hunters,387,425,15.0,13.0,9.0,
de_authority,db03-dc_gutter-skald-info-exchange.md#chunk_001,db03-dc_gutter-skald-info-exchange.md,(none),269,310,15.0,16.0,9.0,
de_authority,db03-dc_gutter-skald-info-exchange.md#chunk_002,db03-dc_gutter-skald-info-exchange.md,### 2.2 Transaction Sequence,445,487,15.0,16.0,9.0,
de_authority,db03-dc_historical-theological-survey.md#chunk_001,db03-dc_historical-theological-survey.md,## Observation Context,80,119,15.0,13.0,10.0,
de_authority,db03-dc_historical-theological-survey.md#chunk_002,db03-dc_historical-theological-survey.md,## §1 — Pre-Glitch Religious Context,200,239,15.0,13.0,10.0,
de_authority,db03-dc_historical-theological-survey.md#chunk_003,db03-dc_historical-theological-survey.md,## §2 — God-Sleeper Origins and Rise (Years 50-200 PG),295,334,15.0,13.0,10.0,
de_authority,db03-dc_historical-theological-survey.md#chunk_004,db03-dc_historical-theological-survey.md,## §3 — Iron-Bane Doctrinal Development (Years 150-500 PG),314,353,15.0,13.0,10.0,
de_authority,db03-dc_historical-theological-survey.md#chunk_005,db03-dc_historical-theological-survey.md,## §4 — The Warden-Host as Theological Response (Years 340-783 PG),170,209,15.0,13.0,10.0,
de_authority,db03-dc_historical-theological-survey.md#chunk_006,db03-dc_historical-theological-survey.md,## §5 — Religious-Technology Intersections (Current Era),357,396,15.0,13.0,10.0,
de_authority,db03-dc_inter-generational-knowledge-transfer.md#chunk_001,db03-dc_inter-generational-knowledge-transfer.md,(none),865,908,15.0,18.0,9.0,
de_authority,db03-dc_inter-generational-knowledge-transfer.md#chunk_002,db03-dc_inter-generational-knowledge-transfer.md,### Dual-Caste Integration,249,292,15.0,18.0,9.0,
de_authority,db03-dc_inter-generational-knowledge-transfer.md#chunk_003,db03-dc_inter-generational-knowledge-transfer.md,### Vulnerabilities of Oral Tradition,500,543,15.0,18.0,9.0,
de_authority,db03-dc_inter-generational-knowledge-transfer.md#chunk_004,db03-dc_inter-generational-knowledge-transfer.md,## Strategic Cultural Implications,198,241,15.0,18.0,9.0,
de_authority,db03-dc_iron-bane-theological-analysis.md#chunk_001,db03-dc_iron-bane-theological-analysis.md,## Overview,94,135,15.0,15.0,9.0,
de_authority,db03-dc_iron-bane-theological-analysis.md#chunk_002,db03-dc_iron-bane-theological-analysis.md,### The Iron-Curse Manifestation,886,926,15.0,15.0,9.0,
de_authority,db03-dc_iron-bane-theological-analysis.md#chunk_003,db03-dc_iron-bane-theological-analysis.md,## Strategic Implications,70,110,15.0,15.0,9.0,
de_authority,db03-dc_iron-banes-liturgical-calendar.md#chunk_001,db03-dc_iron-banes-liturgical-calendar.md,(none),162,202,15.0,15.0,9.0,
de_authority,db03-dc_iron-banes-liturgical-calendar.md#chunk_002,db03-dc_iron-banes-liturgical-calendar.md,## Temporal Foundation and Theological Overlay,169,209,15.0,15.0,9.0,
de_authority,db03-dc_iron-banes-liturgical-calendar.md#chunk_003,db03-dc_iron-banes-liturgical-calendar.md,## The Five Ages Framework,169,209,15.0,15.0,9.0,
de_authority,db03-dc_iron-banes-liturgical-calendar.md#chunk_004,db03-dc_iron-banes-liturgical-calendar.md,## Sacred Date Observance,274,314,15.0,15.0,9.0,
de_authority,db03-dc_iron-banes-liturgical-calendar.md#chunk_005,db03-dc_iron-banes-liturgical-calendar.md,## Operational Integration and Practical Compromise,174,214,15.0,15.0,9.0,
de_authority,db03-dc_iron-banes-liturgical-calendar.md#chunk_006,db03-dc_iron-banes-liturgical-calendar.md,## Doctrinal Uncertainty and Competing Interpretations,630,670,15.0,15.0,9.0,
de_authority,db03-dc_iron-banes-liturgical-calendar.md#chunk_007,db03-dc_iron-banes-liturgical-calendar.md,## Calendar Mathematics and Astronomical Correction,130,170,15.0,15.0,9.0,
de_authority,db03-dc_iron-banes-liturgical-calendar.md#chunk_008,db03-dc_iron-banes-liturgical-calendar.md,## Inter-Chapter Coordination and Doctrinal Diversity,244,284,15.0,15.0,9.0,
de_authority,db03-dc_jarl-authority-exercise.md#chunk_001,db03-dc_jarl-authority-exercise.md,(none),100,143,15.0,18.0,9.0,
de_authority,db03-dc_jarl-authority-exercise.md#chunk_002,db03-dc_jarl-authority-exercise.md,## Crisis Context,252,295,15.0,18.0,9.0,
de_authority,db03-dc_jarl-authority-exercise.md#chunk_003,db03-dc_jarl-authority-exercise.md,## Decision-Making Process,241,284,15.0,18.0,9.0,
de_authority,db03-dc_jarl-authority-exercise.md#chunk_004,db03-dc_jarl-authority-exercise.md,## Jarl Proclamation,215,258,15.0,18.0,9.0,
de_authority,db03-dc_jarl-authority-exercise.md#chunk_005,db03-dc_jarl-authority-exercise.md,## Implementation,193,236,15.0,18.0,9.0,
de_authority,db03-dc_jarl-authority-exercise.md#chunk_006,db03-dc_jarl-authority-exercise.md,## Outcomes Assessment,236,279,15.0,18.0,9.0,
de_authority,db03-dc_jarl-authority-exercise.md#chunk_007,db03-dc_jarl-authority-exercise.md,## Authority Dynamics Observed,378,421,15.0,18.0,9.0,
de_authority,db03-dc_jarn-madr-behavioral-study.md#chunk_001,db03-dc_jarn-madr-behavioral-study.md,(none),93,137,15.0,19.0,9.0,
de_authority,db03-dc_jarn-madr-behavioral-study.md#chunk_002,db03-dc_jarn-madr-behavioral-study.md,## Study Parameters and Safety Protocols,232,276,15.0,19.0,9.0,
de_authority,db03-dc_jarn-madr-behavioral-study.md#chunk_003,db03-dc_jarn-madr-behavioral-study.md,## Swarm Density and Composition,198,243,15.0,19.0,9.0,
de_authority,db03-dc_jarn-madr-behavioral-study.md#chunk_004,db03-dc_jarn-madr-behavioral-study.md,## Material Targeting Hierarchy,501,546,15.0,19.0,9.0,
de_authority,db03-dc_jarn-madr-behavioral-study.md#chunk_005,db03-dc_jarn-madr-behavioral-study.md,## Disassembly Efficiency and Methods,340,384,15.0,19.0,9.0,
de_authority,db03-dc_jarn-madr-behavioral-study.md#chunk_006,db03-dc_jarn-madr-behavioral-study.md,## Humanoid Coalescence Patterns,334,378,15.0,19.0,9.0,
de_authority,db03-dc_jarn-madr-behavioral-study.md#chunk_007,db03-dc_jarn-madr-behavioral-study.md,## Communication and Coordination,240,284,15.0,19.0,9.0,
de_authority,db03-dc_jarn-madr-behavioral-study.md#chunk_008,db03-dc_jarn-madr-behavioral-study.md,## Diagnostic Assessment and Implications,314,358,15.0,19.0,9.0,
de_authority,db03-dc_jotun-reader-chronology.md#chunk_001,db03-dc_jotun-reader-chronology.md,(none),182,223,15.0,16.0,9.0,
de_authority,db03-dc_jotun-reader-chronology.md#chunk_002,db03-dc_jotun-reader-chronology.md,## Archival Methodology and Evidence Sources,269,310,15.0,16.0,9.0,
de_authority,db03-dc_jotun-reader-chronology.md#chunk_003,db03-dc_jotun-reader-chronology.md,## Primary Evidence: Chronology Reconstruction Notes,500,542,15.0,16.0,9.0,
de_authority,db03-dc_jotun-reader-chronology.md#chunk_004,db03-dc_jotun-reader-chronology.md,## Collaborative Consensus Process,174,215,15.0,16.0,9.0,
de_authority,db03-dc_jotun-reader-chronology.md#chunk_005,db03-dc_jotun-reader-chronology.md,## Implications for Historical Precision,231,273,15.0,16.0,9.0,
de_authority,db03-dc_jotunheim-swarm-density.md#chunk_001,db03-dc_jotunheim-swarm-density.md,(none),165,210,15.0,20.0,9.0,
de_authority,db03-dc_jotunheim-swarm-density.md#chunk_002,db03-dc_jotunheim-swarm-density.md,## Survey Design and Methodology,254,300,15.0,20.0,9.0,
de_authority,db03-dc_jotunheim-swarm-density.md#chunk_003,db03-dc_jotunheim-swarm-density.md,### Knuckle-Bone Fields Primary Habitat,426,471,15.0,20.0,9.0,
de_authority,db03-dc_jotunheim-swarm-density.md#chunk_004,db03-dc_jotunheim-swarm-density.md,### Site 1: Knuckle-Bone Fields Northeast Sector,179,224,15.0,20.0,9.0,
de_authority,db03-dc_jotunheim-swarm-density.md#chunk_005,db03-dc_jotunheim-swarm-density.md,### Site 2: Great Looms Corridor Northern Sector,211,257,15.0,20.0,9.0,
de_authority,db03-dc_jotunheim-swarm-density.md#chunk_006,db03-dc_jotunheim-swarm-density.md,### Site 3: Iron Heart Breach Core,205,250,15.0,20.0,9.0,
de_authority,db03-dc_jotunheim-swarm-density.md#chunk_007,db03-dc_jotunheim-swarm-density.md,## Swarm Movement Patterns,204,249,15.0,20.0,9.0,
de_authority,db03-dc_jotunheim-swarm-density.md#chunk_008,db03-dc_jotunheim-swarm-density.md,## Population Growth Dynamics,235,280,15.0,20.0,9.0,
de_authority,db03-dc_jotunheim-swarm-density.md#chunk_009,db03-dc_jotunheim-swarm-density.md,## Strategic Threat Assessment,512,557,15.0,20.0,9.0,
de_authority,db03-dc_loki-archive-security-audit.md#chunk_001,db03-dc_loki-archive-security-audit.md,(none),178,221,15.0,18.0,9.0,
de_authority,db03-dc_loki-archive-security-audit.md#chunk_002,db03-dc_loki-archive-security-audit.md,## Background: The Loki Archive Purpose,525,568,15.0,18.0,9.0,
de_authority,db03-dc_loki-archive-security-audit.md#chunk_003,db03-dc_loki-archive-security-audit.md,### Heimdallr Fragments,154,197,15.0,18.0,9.0,
de_authority,db03-dc_loki-archive-security-audit.md#chunk_004,db03-dc_loki-archive-security-audit.md,### Active Ghost-Processes,269,312,15.0,18.0,9.0,
de_authority,db03-dc_loki-archive-security-audit.md#chunk_005,db03-dc_loki-archive-security-audit.md,### ODIN Protocol Fragments,418,461,15.0,18.0,9.0,
de_authority,db03-dc_loki-archive-security-audit.md#chunk_006,db03-dc_loki-archive-security-audit.md,### Incident 1: Vault 2 Containment Box Seal Degradation,180,223,15.0,18.0,9.0,
de_authority,db03-dc_loki-archive-security-audit.md#chunk_007,db03-dc_loki-archive-security-audit.md,### Incident 2: Ghost-Process Migration Attempt,174,217,15.0,18.0,9.0,
de_authority,db03-dc_loki-archive-security-audit.md#chunk_008,db03-dc_loki-archive-security-audit.md,### Incident 3: Access Log Anomaly,890,933,15.0,18.0,9.0,
de_authority,db03-dc_loki-archive-security-audit.md#chunk_009,db03-dc_loki-archive-security-audit.md,## Conclusion,113,156,15.0,18.0,9.0,
de_authority,db03-dc_loki-protocol-warning.md#chunk_001,db03-dc_loki-protocol-warning.md,(none),88,131,15.0,18.0,9.0,
de_authority,db03-dc_loki-protocol-warning.md#chunk_002,db03-dc_loki-protocol-warning.md,### L.O.K.I. PROTOCOL DIAGNOSTIC LOG — HEIMDALLR BLIND SPOT ASSESSMENT,923,965,15.0,18.0,9.0,
de_authority,db03-dc_loki-protocol-warning.md#chunk_003,db03-dc_loki-protocol-warning.md,### L.O.K.I. PROTOCOL DIAGNOSTIC LOG — HEIMDALLR BLIND SPOT ASSESSMENT,374,417,15.0,18.0,9.0,
de_authority,db03-dc_loki-protocol-warning.md#chunk_004,db03-dc_loki-protocol-warning.md,## JÖTUN-READER ANALYSIS (Layer 2),328,371,15.0,18.0,9.0,
de_authority,db03-dc_medical-causality-research.md#chunk_001,db03-dc_medical-causality-research.md,## Observation Context,78,122,15.0,18.0,10.0,
de_authority,db03-dc_medical-causality-research.md#chunk_002,db03-dc_medical-causality-research.md,## §1 — Research Premise and Scope,141,185,15.0,18.0,10.0,
de_authority,db03-dc_medical-causality-research.md#chunk_003,db03-dc_medical-causality-research.md,### 2.1 — Established Causal Factors,171,215,15.0,18.0,10.0,
de_authority,db03-dc_medical-causality-research.md#chunk_004,db03-dc_medical-causality-research.md,### 2.2 — Proposed Causal Models,193,237,15.0,18.0,10.0,
de_authority,db03-dc_medical-causality-research.md#chunk_005,db03-dc_medical-causality-research.md,### 3.1 — Observed Divergence Points,170,214,15.0,18.0,10.0,
de_authority,db03-dc_medical-causality-research.md#chunk_006,db03-dc_medical-causality-research.md,### 3.2 — Proposed Divergence Models,178,222,15.0,18.0,10.0,
de_authority,db03-dc_medical-causality-research.md#chunk_007,db03-dc_medical-causality-research.md,### 4.1 — Priority Questions,131,175,15.0,18.0,10.0,
de_authority,db03-dc_medical-causality-research.md#chunk_008,db03-dc_medical-causality-research.md,### 4.2 — Research Barriers,256,300,15.0,18.0,10.0,
